customer_id,first,last,city,state,member
1403014,Matthew,Bailey,Denver,Colorado,TRUE
1403015,Jackson,Martinez,Tijuana,Baja California,TRUE
1403016,Maria,Chu,Indianapolis,Indiana,FALSE
1403017,Sebastian,Thompson,Nashville,Tennesee,TRUE
1403018,Elias,Yang,Chicago,Illinois,TRUE
1403019,Joseph,Miller,Bronx,New York,TRUE
1403020,Jack,Edwards,Brooklyn,New York,FALSE
1403021,Anthony,Clark,Denver,Colorado,TRUE
1403022,Owen,Green,Bronx,New York,TRUE
1403023,Kathleen,Edwards,Charlotte,North Carolina,FALSE
1403024,Luca,Gupta,Delhi,Delhi,TRUE
1403025,Christine,Li,Philadelphia,Pennsylvania,FALSE
1403026,Gabriel,Hashimoto,Yokohama,Kantō,FALSE
1403027,John,Carter,Nashville,Tennesee,FALSE
1403028,Katherine,Lopez,Brooklyn,New York,FALSE
1403029,Amy,Brown,Montreal,Quebec,FALSE
1403030,Benjamin,Williams,Philadelphia,Pennsylvania,FALSE
1403031,Karen,Carter,Fort Worth,TX,TRUE
1403032,Rachel,Harris,Ottawa,Ontario,FALSE
1403033,Catherine,Johnson,Halifax,Nova Scotia,FALSE
1403034,Aiden,Girard,Vancouver,British Columbia,TRUE
1403035,Luke,Rodriguez,Manhattan,New York,FALSE
1403036,Pamela,Smith,Ottawa,Ontario,FALSE
1403037,Ethan,Gray,Oklahoma City,Oklahoma,FALSE
1403038,Jayden,Martin,New York City,New York,TRUE
1403039,Lucas,Rodriguez,Nashville,Tennesee,FALSE
1403040,Barbara,Williams,Calgary,Alberta,TRUE
1403041,Maria,Peterson,Charlotte,North Carolina,TRUE
1403042,Logan,Wu,Indianapolis,Indiana,FALSE
1403043,Brenda,Singh,Bangalore,Karnataka,TRUE
1403044,Nancy,Parker,Boston,Massachusetts,TRUE
1403045,Carol,Moore,Philadelphia,Pennsylvania,FALSE
1403046,Jayden,Ortiz,Guadalajara,Jalisco,FALSE
1403047,Carol,Hernandez,Philadelphia,Pennsylvania,FALSE
1403048,Donna,Liao,Bronx,New York,TRUE
1403049,Henry,Gray,Boston,Massachusetts,FALSE
1403050,Donna,Wang,Austin,Texas,FALSE
1403051,Maria,Johnson,Toronto,Ontario,FALSE
1403052,Sebastian,Nelson,Seattle,Washington,FALSE
1403053,Helen,Cooper,Nashville,Tennesee,FALSE
1403054,Margaret,Allen,New York City,New York,FALSE
1403055,Jennifer,Thompson,Chicago,Illinois,FALSE
1403056,Jessica,Girard,Vancouver,British Columbia,TRUE
1403057,Leo,Zhao,San Jose,California,TRUE
1403058,Ethan,Jones,Montreal,Quebec,FALSE
1403059,Susan,Martinez,Oklahoma City,Oklahoma,FALSE
1403060,Dorothy,Adams,El Paso,Texas,FALSE
1403061,Luke,Green,Jacksonville,Florida,FALSE
1403062,Elias,Nelson,Jacksonville,Florida,TRUE
1403063,Jessica,Lewis,Nashville,Tennesee,TRUE
1403064,Michelle,Brown,Montreal,Quebec,FALSE
1403065,Luca,Gutierrez,Denver,Colorado,FALSE
1403066,Shirley,Clark,San Antonio,Texas,FALSE
1403067,Michael,Clark,Boston,Massachusetts,TRUE
1403068,Noah,Martin,Seattle,Washington,TRUE
1403069,Jack,Taylor,San Antonio,Texas,FALSE
1403070,Banerjee,Banerjee,Delhi,Delhi,FALSE
1403071,Robert,Brown,Austin,Texas,FALSE
1403072,Gabriel,Smith,Vancouver,British Columbia,FALSE
1403073,Logan,Brown,Phoenix,Arizona,FALSE
1403074,Daniel,Peterson,Chicago,Illinois,TRUE
1403075,Lincoln,Lopez,Tijuana,Baja California,FALSE
1403076,Joseph,Kim,Bronx,New York,FALSE
1403077,Henry,Lewis,Philadelphia,Pennsylvania,TRUE
1403078,Jessica,Allen,El Paso,Texas,TRUE
1403079,Josiah,Brown,Los Angeles,California,TRUE
1403080,Nicole,Nelson,Manhattan,New York,FALSE
1403081,Kathleen,Murphy,Columbus,Ohio,TRUE
1403082,Oliver,Evans,Montreal,Quebec,FALSE
1403083,Richard,Girard,Montreal,Quebec,TRUE
1403084,John,Martinez,Boston,Massachusetts,FALSE
1403085,Logan,Garcia,Puebla,Puebla,TRUE
1403086,Barbara,Lee,Denver,Colorado,FALSE
1403087,Stephanie,Mitchell,Nashville,Tennesee,TRUE
1403088,Owen,Johnson,San Diego,California,FALSE
1403089,Matthew,Rodriguez,Guadalajara,Jalisco,FALSE
1403090,Lisa,Campbell,Toronto,Ontario,FALSE
1403091,Jackson,Evans,Ottawa,Ontario,FALSE
1403092,Thomas,Sato,Tokyo,Kantō,FALSE
1403093,Linda,Nakamura,Kobe,Kansai,FALSE
1403094,Matthew,,Fort Worth,Texas,FALSE
1403095,Isaac,Mitchell,Los Angeles,California,FALSE
1403096,Daniel,Cooper,San Diego,California,FALSE
1403097,Carol,Wilson,New York City,New York,FALSE
1403098,Julie,Morgan,Boston,Massachusetts,TRUE
1403099,Helen,Jones,Seattle,Washington,FALSE
1403100,Christine,Martinez,Queens,New York,TRUE
1403101,Charles,Lewis,Brooklyn,New York,FALSE
1403102,Jacob,Torres,Seattle,Washington,TRUE
1403103,Melissa,Torres,Las Vegas,Nevada,FALSE
1403104,Logan,Baker,Austin,Texas,TRUE
1403105,Sarah,Lee,Chicago,Illinois,TRUE
1403106,Dorothy,Adams,El Paso,Texas,FALSE
